DC_Real_Property_ID,Address_of_Record,Owner_of_Record,Ward,Year,Property_Name,Address_1,Postal_Code,Primary_Property_Type,Year_Built,_Reported_Building_Gross_Floor_Area_ft_,Site_EUI_kBtu/ft,Weather_Normalized_Source_EUI_kBtu/ft,ENERGY_STAR_Score,Total_GHG_Emissions_MtCO2e,Electricity_Use_-_Grid_Purchase_and_Onsite_kWh,Natural_Gas_Use_therms
2910037,1201 PENNSYLVANIA AV NW,1201 LAND LP,2,2011,1201 Pennsylvania Ave.,1201 Pennsylvania Ave.,20004,Office,1981,"505,198",95,295,39,0,10821200,
2990832,1250 MARYLAND AV SW,PARCEL 49B LP,6,2011,Portals I - 1250 Maryland Ave,"1280 Maryland Avenue, SW",20024,Office,1992,"583,876",0,,0,0,,
2990833,0445 12TH ST SW,PARCEL 49C LIMITED PARTNERSHIP,6,2011,Portals II -  445 12th St,"445 12th Street, SW",20024,Office,1992,"738,686",85.3,285.6,0,21845.47,18458043.4,
3160032,1020 11TH ST NW,12TH & L STREET LTD,2,2011,1100L,1100 L Street NW,20005,Office,1972,"335,168",82.4,239,76,3556.47,6569361,
3170841,1101 NEW YORK AV,1101 NEW YORK HOLDINGS LLC,2,2011,1101 New York Ave,1101 New York Ave NW,20005,Office,2007,"386,498",0,,0,0,,
3190863,0775 12TH ST NW,HMC RETIREMENT PROPERTIES,2,2011,33721-Washington Metro Center,775 12th St Nw,20005,Hotel,1994,"450,000",69.5,195.1,75,3701.34,6752363,82484
3190864,0700 - 1111 11TH ST NW,1991 ACQUISITION FUND ONE,2,2011,700 Eleventh Street w/ Cosi,700 Eleventh Street NW,20001,Office,1991,"347,864",0,,0,0,,
3200028,1155 F ST,JEMAL'S SQUARE 320 LLC,2,2011,"Jemal's Square 320, LLC",1155 F ST,20004,Office,2009,"250,692",78.2,286.5,72,6801.31,5746676,
3210027,0555 12TH ST NW,MANUFACTURERS LIFE INSURANCE,2,2011,"MANULIFE FINANCIAL, 555 12TH STREET",555 12TH STREET  NW,20004,Office,1994,"887,642",54.4,181.7,89,6839.48,14155479.8,
3220020,1111 PENNSYLVANIA AV NW,PRESIDENTIAL BUILDING LLC,2,2011,1111 Penn,"1111 Pennsylvania Ave, NW",20004,Office,1967,"387,389",81.7,267,69,4480.88,9273954.5,
3220021,1101 PENNSYLVANIA AV NW,TC 1101 PENNSYLVANIA AVENUE OWNER LLC,2,2011,Evening Star Building 2,1101 Pennsylvania Ave NW,20004,Office,1989,"239,793",70.6,236.6,70,2397.92,4962909,
3270840,0500 12TH ST,POTOMAC CENTER NORTH INC,6,2011,Potomac Center North,500 12th Street SW,20024,Office,2005,"517,142",73.6,242.6,90,5389.58,11154650.7,
3300800,1000 FLORIDA AV NW,HOWARD UNIVERSITY,1,2011,HU Service Building,1000 FLORIDA AVE NW/2244 10TH St. NW,20059,Office,1903,"218,339",41.7,132.1,94,1288.13,2666004.8,
3430023,1000 K ST,1000 K LLC,2,2011,Embassy Suite Convention Center Hotel,900 10th street nw,20001,Hotel,2005,"227,934",0,,0,0,,
3450041,1001 G ST NW,WASHINGTON CENTER TRUSTEE LLC,2,2011,Washington Center,1001 G Street NW,20001,Office,1989,"366,055",76.4,255.3,79,3962.26,8200567.9,
3460805,1025 F ST NW,JEMAL'S CAYRE WOODIES LLC,2,2011,"Jemal's Cayre Woodies, LLC","1025 F Street, NW",20004,Office,1927,"531,458",63.4,211.9,68,4775.17,9883030,
3470022,0555 11TH ST NW,LINCOLN CIRCLE ASSOCIATES LLC,2,2011,Lincoln Square,555 11th St. NW,20004,Office,2001,"579,120",60,188.4,84,3611.6,8358550,
3480832,1001 - 0429 PENNSYLVANIA AV NW,TEACHERS INSURANCE & ANNUNITY ASSOCIATION OF AMERICA,2,2011,1001 Pennsylvania Ave,"1001 Pennsylvania Ave, NW",20004,Office,1985,"808,835",73.3,250.3,75,8400.82,17386931.8,
3690068,0930 M ST NW,MOUNT VERNON PLAZA ASSOCIATES & DISTRICT OF COLUMBIA,2,2011,Mount Vernon Plaza Associates,"930 M Street, NW",20001,Multifamily Housing,1989,"268,274",17.6,,0,526.5,1218410,
3711349,901 K STREET NW,901 K ST CONDO,2,2011,901 K Street (DDOE),"901 K Street, NW",20001,Office,2009,"285,761",39.2,130.9,96,1585.61,3281681.5,
3720034,0901 NEW  YORK  AV NW,BP/CRF 901 NEW YORK AVENUE LLC,2,2011,901 New York Avenue,"901 New York Ave., NW",20001,Office,2004,"540,016",68.7,227.3,81,5206.18,10720550.4,4952.9
3750125,0750 9TH ST NW,750 NINTH STREET LLC,2,2011,Victor Building - 252510,750 9th Street NW,20001,Office,2000,"332,007",0,,0,0,,
3770040,0901 E ST NW,THE PEW CHARITABLE TRUSTS,2,2011,The Pew Charitable Trusts,901 E Street NW,20004,Office,1989,"338,019",58.7,184.3,81,1947.7,4507672,
3770044,0950 F ST,JEMAL'S ATLANTIC LLC,2,2011,"Jemal's Atlantic, LLC","950 F Street, NW",20004,Office,1887,"242,307",93.7,313.1,62,7878.29,6656658.8,
3860001,0901 D ST SW,CIM URBAN REIT PROPERTIES V LLC,6,2011,901 D,"901 D Street,SW",20024,Office,1988,"424,101",71.4,214.6,81,4072.55,8163010,24143.5
3870866,0400 10TH ST SW,POTOMAC CREEK ASSOCIATES LP,6,2011,L Enfant Plaza - NORTH,"955 L'Enfant Plaza, SW",20024,Office,1905,"382,503",90.2,246.3,69,4119.96,7575118,86447
3870868,0450 10TH ST SW,L'ENFANT COLONY LLC,6,2011,950 L'Enfant,"950 L'Enfant Plaza, SW",20024,Office,1969,"403,230",89.1,,68,3146.9,6596005,52589.301
4030836,0999 9TH ST NW,SUNTONE K9 LLC,2,2011,9671p-Washington DC Renaissance,999 9th Street Nw,20001,Hotel,1997,"715,000",74.8,207.5,56,6304.27,11467693,143504
4030837,0801 I ST NW,801 EYE STREET ASSOCIATES LLC,2,2011,801 Eye Street,"801 Eye Street, NW",20001,Office,1990,"335,909",66.5,222.1,86,3162.69,6545733.6,
4030838,0800 K ST NW,800 K STREET ASSOCIATES LLC,2,2011,800 K Street,"800 K Street, NW",20001,Office,1989,"536,839",80.5,261.2,69,6121.49,12669476,
4030839,900 7TH ST,IBEW HEADQUARTERS BUILDING LLC,2,2011,0900 Seventh Street NW (IBEW),900 Seventh Street NW,20005,Office,2004,"339,591",79,251.9,79,3640.66,7340057,17702.4
4050024,0701 9TH ST NW,BFP 701 9TH CO LLC,2,2011,Edison Place,701 9th Street,20001,Office,2001,"407,764",67.8,226.5,78,3916.09,8105025.5,
4060026,505 9TH ST,KEG ASSOCIATES I LLC,2,2011,505 9th Street,505 9th Street,20004,Office,2007,"368,831",63,208.8,81,3258.39,6704381.1,3579.8
4280020,0810 7TH ST NW,KAN AM 810 SEVENTH STREET LP,2,2011,810 7th St N.W.,810 7th St N.W.,20001,Office,1991,"297,676",0,,0,0,,
4490059,1107 7TH ST NW,BISHOP S C MADISON TRUSTEE,6,2011,McCollough Paradise Gardens Apartments,1100-1119 McCollough Court NW,20001,Multifamily Housing,1982,"235,784",4.6,10.8,0,106.2,193135,4283.676
4550839,0700 6TH ST,BERGMANNS INC,2,2011,0700 Sixth Street NW (USAA),"700 Sixth Street, NW",20001,Office,2009,"306,459",39.3,131.3,0,1706.01,3530874.3,
4563068,575 7TH STREET NW,THE OFFICES @ TERRELL PLACE,2,2011,Terrell Place,"575 7th Street, NW",20004,Office,2003,"649,324",68.5,202.9,79,4450.1,9905927,32009.371
4563068,575 7TH STREET NW,THE OFFICES @ TERRELL PLACE,2,2011,Terrell Place With Retail,575 7th Street NW,20004,Office,2003,"539,998",69.4,216.3,81,4985.28,9913064.7,36767
4570038,0601 D ST NW,LHL REALTY COMPANY,2,2011,The Patrick Henry Building,"601 D Street, NW",20004,Office,1973,"544,911",67.1,220.6,78,5112.28,10499986.5,7155.7
4570039,0600 E ST NW,6TH & E ASSOCIATES LLC,2,2011,600 E Street,"600 E Street, NW",20004,Office,1975,"356,387",58.3,194.8,80,2942.75,6090517,
4570039,0600 E ST NW,6TH & E ASSOCIATES LLC,2,2011,1919 Pennsylvania Avenue,1919 Pennsylvania Ave. NW,20006,Office,1978,"291,330",58.9,178.8,86,2268.5,4495041,18164.6
4630024,0600 MARYLAND AV SW,OCEAN VIEW DEVELOPMENT COMPANY LP,6,2011,Capital Gallery,"600 Maryland Ave., SW",20024,Office,1982,"571,431",63.1,209.2,87,5070.13,10452260.9,3746.1
4682265,0700 7TH ST SW,TOWN SQUARE TOWERS CONDO,6,2011,Town Square Towers,700 7th St SW,200242459,Multifamily Housing,1967,"316,212",65.8,131.6,0,1867.38,2523430,121831
4860833,0777 6TH ST,MEPT 777 6TH STREET LLC,2,2011,777 Sixth Street NW - 2781,"777 6th Street, NW",20001,Office,2005,"204,736",72.4,242,74,2100.4,4347135.2,
4863050,770 5TH STREET NW,AVALON @ GALLERY PL CONDOM,2,2011,770 5th Street NW,770 5th Street NW,20226,Multifamily Housing,1900,"212,029",23.8,63.8,0,578.37,1029040,15258
4880843,0500 5TH ST,NAS TITLE HOLDING LLC,2,2011,Keck Center,500 Fifith Street NW,20001,Office,2002,"581,430",80.1,,0,3784.5,8758723,
4890021,0450 5TH ST NW,JUDICIARY PLAZA LLC,2,2011,Liberty Square,"450 5th Street, NW",20001,Office,1982,"543,682",0,,0,0,,
4940032,0400 VIRGINIA AV SW,400 VIRGINIA AVENUE LLC,6,2011,400 Virginia Avenue,400 Virginia Avenue SW,20024,Office,1986,"252,289",44.8,149.6,94,1600.68,3312888.2,
4950107,0500 E ST SW,SCHOOL STREET ASSOCIATES,6,2011,"500 E Street, SW","500 E Street, SW",20024,Office,1987,"280,118",78.6,254.6,81,3119.16,6455631.8,
5020184,0461 N ST SW,TIBER ISLAND COOPERATIVE HOMES,6,2011,"Tiber Island Cooperative Homes, Inc.",429 N Street SW,20024,Multifamily Housing,1965,"315,832",94.6,204.3,0,2731.6,4566998,142877.286
5030116,0500 - 1301 N ST SW,HARBOUR SQUARE OWNERS INC,6,2011,Harbour Square,"500 N Street, SW",20024,Multifamily Housing,1966,"706,408",71.1,122.2,0,3990.34,4374928,352726.6
5150157,0401 K ST NW,PARCEL ONE PHASE ONE ASSOCIATES,6,2011,Parcel One Phase One Associates,"401 K Street, NW",20001,Multifamily Housing,1980,"239,622",75.5,,0,1533.6,2285432,102900.902
5152898,0475 K ST NW,THE K @ CITY VISTA CONDO,6,2011,The K @ City Vista,475 K ST NW,20001,Multifamily Housing,2008,"324,296",28.4,47.7,0,689.4,800882.3,64699.256
5173053,450 MASSACHUSETTS AVENUE NW,MERIDAN ON MASS AV CONDO,2,2011,450 Massachusetts Avenue NW,450 Massachusetts Avenue NW,20001,Multifamily Housing,1900,"409,410",0,,0,0,,
5173063,0400 MASSACHUSETTS AVE NW,400 MASS AVE CONDOMINIUMS,2,2011,400 Massachsetts Ave Condominium,400 Massachusetts Ave NW,200163300,Multifamily Housing,2004,"249,965",49.6,106.2,0,1140.94,1594559,69643.4
5370810,425 3RD ST,SQUARE 537 ASSOCIATES LP,6,2011,Capitol View,"425 3rd Street, SW",20024,Office,2007,"315,355",0,,0,0,,
5370811,0410 4TH ST,RIGGS BANK TRUSTEE,6,2011,Patriots Plaza I - 2061,395 E Street S.W.,20024,Office,2005,"279,704",89.6,299.1,76,11599.85,7341222.5,
